Year,Platform,Genre,GlobalSales
1994,GEN,Misc,0.03
1994,SNES,Action,0.03
1994,SNES,Action,0.03
1994,3DO,Puzzle,0.02
1994,SNES,Fighting,0.02
1994,SAT,Sports,0.02
1994,SNES,Sports,0.02
1994,PC,Fighting,0.01
1995,SNES,Platform,5.15
1995,PC,Strategy,4.21
1995,SNES,Platform,4.12
1995,PS,Misc,3.84
1995,PS,Fighting,3.24
1995,SNES,Fighting,3.2
1995,SNES,Role-Playing,3.19
1995,PS,Platform,3.03
1995,GB,Platform,2.36
1995,SNES,Role-Playing,2.31
1995,SAT,Fighting,1.93
1995,PS,Simulation,1.83
1995,PS,Action,1.56
1995,SNES,Role-Playing,1.3
1995,PS,Racing,1.27
1995,SAT,Racing,1.16
1995,SNES,Sports,1.15
1995,PS,Role-Playing,1.11
1995,PS,Racing,1.07
1995,SNES,Sports,1.01
1995,PS,Racing,1
1995,PS,Racing,0.9
1995,SNES,Role-Playing,0.89
1995,PS,Platform,0.87
1995,PS,Sports,0.85
1995,PS,Fighting,0.76
1995,SNES,Role-Playing,0.71
1995,PS,Fighting,0.71
1995,SAT,Shooter,0.62
1995,GB,Puzzle,0.62
1995,PS,Role-Playing,0.6
1995,SNES,Strategy,0.6
1995,PS,Simulation,0.58
1995,PS,Role-Playing,0.57
1995,PS,Fighting,0.55
1995,PS,Sports,0.5
1995,SNES,Simulation,0.49
1995,SNES,Puzzle,0.47
1995,PS,Action,0.47
1995,SNES,Misc,0.47
1995,PS,Simulation,0.46
1995,SNES,Sports,0.45
1995,PS,Role-Playing,0.45
1995,PS,Action,0.45
1995,SNES,Sports,0.42
1995,SAT,Fighting,0.42
1995,SAT,Action,0.41
1995,SNES,Puzzle,0.41
1995,SAT,Fighting,0.4
1995,SNES,Role-Playing,0.4
1995,SNES,Role-Playing,0.4
1995,SAT,Role-Playing,0.38
1995,SNES,Strategy,0.38
1995,SAT,Shooter,0.37
1995,PS,Fighting,0.36
1995,SNES,Action,0.35
1995,SAT,Shooter,0.34
1995,SAT,Fighting,0.34
1995,PS,Fighting,0.33
1995,GB,Puzzle,0.32
1995,PS,Misc,0.32
1995,SAT,Fighting,0.32
1995,PS,Sports,0.31
1995,SNES,Platform,0.31
1995,SAT,Shooter,0.31
1995,GB,Misc,0.3
1995,PS,Platform,0.3
1995,SAT,Role-Playing,0.3
1995,SNES,Sports,0.3
1995,SNES,Role-Playing,0.3
1995,SAT,Role-Playing,0.29
1995,SNES,Fighting,0.28
1995,SAT,Fighting,0.28
1995,SNES,Platform,0.28
1995,PS,Sports,0.28
1995,SNES,Misc,0.28
1995,SNES,Sports,0.27
1995,PS,Shooter,0.27
1995,SNES,Puzzle,0.27
1995,PS,Sports,0.25
1995,PS,Strategy,0.24
1995,PS,Sports,0.24
1995,PS,Sports,0.24
1995,SAT,Fighting,0.23
1995,PS,Shooter,0.23
1995,SAT,Sports,0.22
1995,SNES,Fighting,0.21
1995,SAT,Fighting,0.21
1995,NG,Fighting,0.2
1995,SNES,Strategy,0.2
1995,PS,Puzzle,0.2
1995,SAT,Simulation,0.19
1995,PS,Sports,0.19
1995,SAT,Misc,0.19
1995,PS,Fighting,0.17
1995,PS,Role-Playing,0.17
1995,PS,Racing,0.17
1995,SAT,Shooter,0.17
1995,PS,Role-Playing,0.16
1995,SNES,Sports,0.16
1995,PS,Sports,0.16
1995,PS,Shooter,0.16
1995,SAT,Sports,0.15
1995,SNES,Puzzle,0.15
1995,SAT,Fighting,0.15
1995,PS,Role-Playing,0.15
1995,PS,Shooter,0.14
1995,PS,Simulation,0.14
1995,TG16,Adventure,0.14
1995,PS,Action,0.14
1995,PS,Shooter,0.14
1995,SAT,Racing,0.14
1995,PS,Strategy,0.13
1995,PS,Strategy,0.13
1995,PS,Shooter,0.13
1995,PS,Sports,0.13
1995,SNES,Role-Playing,0.13
1995,PS,Sports,0.13
1995,SAT,Shooter,0.13
1995,SAT,Racing,0.12
1995,SAT,Misc,0.12
1995,PS,Strategy,0.12
1995,SAT,Strategy,0.11
1995,SAT,Misc,0.11
1995,PS,Misc,0.11
1995,PS,Sports,0.11
1995,PS,Strategy,0.11
1995,SAT,Role-Playing,0.11
1995,PS,Shooter,0.11
1995,SNES,Role-Playing,0.11
1995,PS,Adventure,0.11
1995,SNES,Role-Playing,0.1
1995,PS,Shooter,0.1
1995,PS,Fighting,0.1
1995,PS,Action,0.1
1995,SAT,Shooter,0.1
1995,SAT,Misc,0.1
1995,SNES,Racing,0.1
1995,SNES,Sports,0.1
1995,SNES,Role-Playing,0.09
1995,PS,Strategy,0.09
1995,SAT,Misc,0.09
1995,PS,Simulation,0.09
1995,PS,Shooter,0.09
1995,SNES,Platform,0.09
1995,SAT,Fighting,0.09
1995,PS,Shooter,0.09
1995,PS,Action,0.09
1995,SAT,Simulation,0.08
1995,SAT,Misc,0.08
1995,PS,Fighting,0.08
1995,PS,Sports,0.08
1995,NG,Fighting,0.08
1995,PS,Shooter,0.08
1995,PS,Simulation,0.08
1995,PS,Sports,0.08
1995,SAT,Strategy,0.08
1995,PS,Simulation,0.08
1995,SAT,Strategy,0.08
1995,PS,Adventure,0.07
1995,PS,Sports,0.07
1995,SAT,Racing,0.07
1995,PS,Shooter,0.07
1995,PS,Shooter,0.07
1995,SAT,Misc,0.07
1995,PS,Shooter,0.07
1995,PS,Puzzle,0.06
1995,PS,Shooter,0.06
1995,SNES,Simulation,0.06
1995,SAT,Adventure,0.06
1995,PS,Puzzle,0.06
1995,SAT,Adventure,0.06
1995,3DO,Adventure,0.06
1995,PS,Fighting,0.06
1995,SNES,Platform,0.06
1995,SAT,Shooter,0.06
1995,PS,Fighting,0.06
1995,SNES,Adventure,0.05
1995,PS,Racing,0.05
1995,PS,Shooter,0.05
1995,SAT,Misc,0.05
1995,SNES,Sports,0.05
1995,SAT,Puzzle,0.05
1995,SNES,Shooter,0.05
1995,SNES,Misc,0.05
1995,PS,Platform,0.05
1995,SAT,Adventure,0.05
1995,SNES,Puzzle,0.05
1995,PS,Puzzle,0.05
1995,PS,Shooter,0.05
1995,PS,Simulation,0.04
1995,SAT,Misc,0.04
1995,SNES,Platform,0.04
1995,PS,Shooter,0.04
1995,SNES,Role-Playing,0.04
1995,SNES,Racing,0.04
1995,PS,Simulation,0.04
1995,SAT,Misc,0.04
1995,PS,Misc,0.04
1995,PS,Adventure,0.03
1995,SAT,Adventure,0.03
1995,NG,Fighting,0.03
1995,SNES,Misc,0.03
1995,SNES,Strategy,0.03
1995,PS,Fighting,0.03
1995,SNES,Misc,0.03
1995,SAT,Fighting,0.03
1995,SAT,Shooter,0.03
1995,PS,Sports,0.03
1995,PS,Platform,0.03
1995,SNES,Sports,0.03
1995,PS,Adventure,0.03
1995,SAT,Misc,0.02
1995,PS,Adventure,0.02
1995,3DO,Simulation,0.02
1995,TG16,Shooter,0.02
1995,NG,Sports,0.02
1995,PC,Misc,0.02
1995,PS,Adventure,0.01
1996,GB,Role-Playing,31.37
1996,N64,Platform,11.89
1996,N64,Racing,9.87
1996,PS,Platform,6.82
1996,PS,Fighting,5.74
1996,PC,Simulation,5.12
1996,PS,Action,5.05
1996,PS,Action,4.63
1996,PS,Misc,4.05
1996,PS,Action,3.77
1996,SNES,Platform,3.51
1996,N64,Racing,2.94
1996,PC,Strategy,2.85
1996,PS,Fighting,2.79
1996,N64,Action,2.65
1996,PS,Racing,2.44
1996,PS,Puzzle,2.4
1996,GB,Platform,2.35
1996,SNES,Role-Playing,2.14
1996,PS,Misc,1.92
1996,PS,Racing,1.83
1996,N64,Racing,1.74
1996,PC,Role-Playing,1.59
1996,PS,Fighting,1.59
1996,PS,Shooter,1.54
1996,PS,Racing,1.52
1996,GB,Simulation,1.45
1996,SNES,Platform,1.44
1996,PS,Sports,1.4
1996,SNES,Role-Playing,1.36
1996,PS,Sports,1.32
1996,PS,Racing,1.31
1996,PS,Sports,1.25
1996,PS,Simulation,1.22
1996,PS,Simulation,1.17
1996,PS,Racing,1.17
1996,PS,Racing,1.17
1996,N64,Simulation,1.12
1996,PS,Role-Playing,1.05
1996,SNES,Sports,1.05
1996,PS,Action,1.04
1996,PC,Action,1.03
1996,PS,Sports,1
1996,N64,Fighting,0.96
1996,PS,Role-Playing,0.95
1996,PS,Misc,0.94
1996,PS,Sports,0.92
1996,PS,Fighting,0.92
1996,SNES,Racing,0.9
1996,PS,Platform,0.88
1996,PS,Shooter,0.88
1996,PS,Sports,0.87
1996,PS,Fighting,0.85
1996,PS,Adventure,0.83
1996,N64,Fighting,0.82
1996,PS,Racing,0.77
1996,PS,Racing,0.76
1996,PS,Shooter,0.72
1996,PS,Shooter,0.67
1996,PS,Fighting,0.62
1996,SAT,Fighting,0.62
1996,SNES,Role-Playing,0.62
1996,SNES,Strategy,0.58
1996,PS,Role-Playing,0.55
1996,SAT,Adventure,0.55
1996,PS,Shooter,0.55
1996,PS,Misc,0.55
1996,PS,Adventure,0.53
1996,PS,Misc,0.53
1996,N64,Sports,0.53
1996,PS,Sports,0.51
1996,PS,Strategy,0.51
1996,SNES,Sports,0.5
1996,PS,Role-Playing,0.5
1996,PS,Shooter,0.47
1996,PS,Sports,0.47
1996,PS,Sports,0.46
1996,SNES,Sports,0.45
1996,PS,Role-Playing,0.45
1996,PS,Sports,0.44
1996,PS,Role-Playing,0.44
1996,SNES,Puzzle,0.44
1996,SAT,Adventure,0.44
1996,SAT,Platform,0.43
1996,PS,Sports,0.43
1996,SAT,Adventure,0.41
1996,PS,Racing,0.41
1996,PS,Misc,0.41
1996,PS,Strategy,0.4
1996,PS,Sports,0.38
1996,PS,Action,0.38
1996,SAT,Simulation,0.38
1996,SAT,Adventure,0.36
1996,GB,Puzzle,0.35
1996,SAT,Fighting,0.35
1996,PS,Action,0.34
1996,PS,Racing,0.33
1996,PS,Sports,0.33
1996,PS,Action,0.32
1996,SNES,Misc,0.32
1996,PS,Adventure,0.31
1996,SNES,Role-Playing,0.31
1996,SAT,Shooter,0.3
1996,SAT,Strategy,0.3
1996,PS,Fighting,0.3
1996,SAT,Sports,0.29
1996,PS,Misc,0.29
1996,PS,Sports,0.29
1996,PS,Misc,0.29
1996,PS,Sports,0.29
1996,SAT,Shooter,0.28
1996,PS,Fighting,0.27
1996,PS,Simulation,0.27
1996,GB,Role-Playing,0.27
1996,PS,Fighting,0.27
1996,PS,Role-Playing,0.26
1996,PS,Sports,0.26
1996,N64,Action,0.26
1996,SAT,Sports,0.26
1996,SAT,Role-Playing,0.26
1996,PS,Racing,0.25
1996,PS,Racing,0.25
1996,PS,Shooter,0.25
1996,PS,Platform,0.25
1996,PS,Sports,0.24
1996,SNES,Role-Playing,0.24
1996,SAT,Role-Playing,0.23
1996,PS,Action,0.23
1996,SNES,Role-Playing,0.23
1996,GB,Puzzle,0.23
1996,PS,Sports,0.22
1996,N64,Sports,0.22
1996,PS,Sports,0.22
1996,PS,Platform,0.21
1996,PS,Adventure,0.21
1996,PS,Role-Playing,0.21
1996,SAT,Fighting,0.21
1996,SAT,Strategy,0.2
1996,SAT,Shooter,0.2
1996,PS,Role-Playing,0.2
1996,N64,Sports,0.2
1996,SNES,Role-Playing,0.2
1996,PS,Misc,0.2
1996,PS,Fighting,0.19
1996,SNES,Misc,0.19
1996,SNES,Sports,0.19
1996,N64,Sports,0.19
1996,PS,Shooter,0.19
1996,SNES,Sports,0.19
1996,PS,Strategy,0.19
1996,N64,Shooter,0.19
1996,N64,Sports,0.19
1996,PS,Strategy,0.19
1996,PS,Platform,0.19
1996,PS,Misc,0.18
1996,PS,Action,0.17
1996,PS,Fighting,0.17
1996,SNES,Shooter,0.17
1996,PS,Action,0.17
1996,PS,Sports,0.17
1996,PS,Misc,0.17
1996,SNES,Strategy,0.17
1996,SNES,Fighting,0.17
1996,N64,Simulation,0.16
1996,PS,Sports,0.16
1996,PS,Fighting,0.16
1996,PS,Racing,0.16
1996,PS,Action,0.16
1996,PS,Action,0.16
1996,PS,Misc,0.15
1996,SAT,Puzzle,0.15
1996,SNES,Role-Playing,0.15
1996,PS,Adventure,0.15
1996,PS,Fighting,0.14
1996,PS,Sports,0.14
1996,PS,Sports,0.14
1996,PS,Puzzle,0.14
1996,PS,Sports,0.14
1996,SAT,Fighting,0.13
1996,PS,Simulation,0.13
1996,PS,Fighting,0.12
1996,SAT,Fighting,0.12
1996,SAT,Strategy,0.12
1996,SNES,Role-Playing,0.12
1996,PS,Racing,0.12
1996,PS,Sports,0.12
1996,PS,Sports,0.12
1996,PS,Sports,0.12
1996,SAT,Racing,0.11
1996,SAT,Adventure,0.11
1996,SAT,Fighting,0.11
1996,SAT,Sports,0.11
1996,PS,Sports,0.11
1996,PS,Sports,0.1
1996,SAT,Role-Playing,0.1
1996,SAT,Fighting,0.1
1996,PS,Shooter,0.1
1996,PS,Fighting,0.1
1996,PS,Puzzle,0.1
1996,PS,Simulation,0.09
1996,PS,Strategy,0.09
1996,N64,Misc,0.09
1996,PS,Action,0.09
1996,PS,Simulation,0.09
1996,N64,Misc,0.09
1996,SAT,Puzzle,0.08
1996,PS,Platform,0.08
1996,PS,Shooter,0.08
1996,SAT,Adventure,0.08
1996,PS,Platform,0.08
1996,SNES,Misc,0.08
1996,PS,Sports,0.07
1996,PS,Platform,0.07
1996,PS,Shooter,0.07
1996,PS,Role-Playing,0.07
1996,PS,Simulation,0.07
1996,PS,Sports,0.07
1996,SNES,Misc,0.07
1996,PS,Racing,0.07
1996,PS,Sports,0.06
1996,PS,Fighting,0.06
1996,SAT,Simulation,0.06
1996,PS,Racing,0.06
